Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Charlie Chaplin Lavegano,https://www.zomato.com/bangalore/charlie-chaplin-lavegano-sanjay-nagar-bangalore,"Healthy Food, Cafe, Fast Food, Italian, Burger, Beverages, Ice Cream","Sanjay Nagar, Bangalore",8am – 12midnight (Today),"188, Upper Ground Floor, New BEL Road, M.G.E.CH.B.S Layout, Devasandra, B.B.M.P North, Sanjay Nagar, Bangalore",+919886651512,1,1,1,0,3.9,5,-,20,,,,500
Kolkata Famous Katti Rolls,https://www.zomato.com/bangalore/kolkata-famous-katti-rolls-yeshwantpur-bangalore,Rolls,"Yeshwantpur, Bangalore",1pm – 9:30pm (Today),"5/1, Apartment, Aultra Arcade, Near SBI Bank, Factory Main Road, Yeshwantpur, Bangalore",+918073119454,1,1,0,0,-,0,-,18,,,,100
Sangeetha Veg And Non Veg,https://www.zomato.com/bangalore/sangeetha-veg-and-non-veg-1-sahakara-nagar-bangalore,"Rolls, Chinese","Sahakara Nagar, Bangalore",10am – 11pm (Today),"99/1, G Block, 20th Main Road, 8th Cross, Sahakara Nagar, Bangalore",+919108927012,1,1,0,0,-,0,4.0,91,,,,100
Ambur Five Star Dum Biryani,https://www.zomato.com/bangalore/ambur-five-star-dum-biryani-hebbal,"Biryani, South Indian, Fast Food","Hebbal, Bangalore",11:30am – 10:30pm (Today),"32/6, Kempapura, Opposite Presidency College, Hebbal, Bangalore",+919886605173,1,1,1,0,3.2,26,3.8,790,,,,250
Bharath Restaurant,https://www.zomato.com/bangalore/bharath-restaurant-jalahalli,"North Indian, Mughlai, Chinese, Rolls","Jalahalli, Bangalore",12noon – 10:30pm (Today),"A1 - A2, BEL Market, Jalahalli, Bangalore",+918028381875,1,1,1,0,3.1,47,4.0,1180,,,,500
AlfiA,https://www.zomato.com/bangalore/alfia-yeshwantpur-bangalore,"North Indian, South Indian, Chinese","Yeshwantpur, Bangalore","6pm – 11:30pm, 12midnight – 10am (Today)","601/42, 1st Floor, 4th Main, 1st Cross, Muthyala Nagar, MES Road, Near Humming Birds School, Yeshwantpur, Bangalore",+919980997435,1,1,0,0,-,0,4.0,670,,,"Great Portions, Delicious Food, Quantity, Price, Packaging",150
Fusion Thindi,https://www.zomato.com/bangalore/fusion-thindi-1-sahakara-nagar-bangalore,"Chinese, Beverages","Sahakara Nagar, Bangalore",10am – 10pm (Today),"15/2B, 60 Feet Road, Kothihosahalli Village, Near Vishal Mega Mart, Sahakara Nagar, Bangalore",+919902888545,1,0,0,0,-,0,-,7,,,,400
99 Meal,https://www.zomato.com/bangalore/99-meal-jalahalli-bangalore,Fast Food,"Jalahalli, Bangalore",,"20, Shastha Nagar, SM Road, Jalahalli, Bangalore",+918041341010,1,0,0,0,-,0,3.4,246,,,,100
Food Court By Kitchens@,https://www.zomato.com/bangalore/food-court-by-kitchens@-new-bel-road-bangalore,"North Indian, Biryani, Shake","New BEL Road, Bangalore",,"2nd & 3rd Floor, Municipal 193, M H Chandrappa, Near Gowri Apartments, New BEL Road, Bangalore",+919606039415,1,0,0,0,-,0,3.6,70,,,"Cheap and Affordable, Filling Food, Great Veg Options, Healthy and Delicious, Fair Prices, Mouth Watering Food",200
Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-new-bel-road-bangalore,"Rolls, North Indian, Chinese, Fast Food","New BEL Road, Bangalore",,"Municipal 193, 2nd & 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",+918041486098,1,0,0,0,-,0,3.2,41,,,,250
Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-new-bel-road-bangalore,"North Indian, Shake","New BEL Road, Bangalore",,"1269/1, 1st Block, Bel Layout, Above More Supermarket, Vidyaranyapura Main Road, New BEL Road, Bangalore",+912250629308,1,0,0,0,-,0,3.7,2,,,,200
Mr. Continental,https://www.zomato.com/bangalore/mr-continental-yeshwantpur-bangalore,"Fast Food, Desserts, Beverages, Shake","Yeshwantpur, Bangalore",12noon – 10pm (Today),"5/1, Jalahalli Village Main Road, Bahubali Nagara, Sitaram Estate, Dasarahalli, Yeshwantpur, Bangalore",+917019879158,1,1,1,0,-,1,2.9,19,,,,250
Burgermeister,https://www.zomato.com/bangalore/burgermeister-new-bel-road-bangalore,"Burger, Beverages, Ice Cream","New BEL Road, Bangalore",,"4/1, MSR College Road, AK Colony, Mathikere Extension, Devasandra Layout, New BEL Road, Bangalore",+919739458077,1,0,0,0,-,0,3.8,470,,,,150
Hotel Panchami Grand,https://www.zomato.com/bangalore/hotel-panchami-grand-new-bel-road,"Chinese, North Indian, South Indian, Fast Food, Shake","New BEL Road, Bangalore",7:30am – 10pm (Today),"46/2, 1, Doddabommansandra Main Road, Vidyaranyapura, New BEL Road, Bangalore",+918032978884,1,1,1,0,3.4,26,4.4,254,,,,550
Ambur Dhum Biriyani,https://www.zomato.com/bangalore/ambur-dhum-biriyani-new-bel-road-bangalore,"Biryani, Kebab","New BEL Road, Bangalore",,"282, Narasipura Layout, Vidhyaranyapura Main Road, New BEL Road, Bangalore",+919444466805,1,0,0,0,-,0,3.2,25,,,,150
Sky Cafe,https://www.zomato.com/bangalore/sky-cafe-jalahalli-bangalore,"South Indian, Biryani, Chinese, Fast Food, Beverages","Jalahalli, Bangalore",11am – 12midnight (Today),"19/1 & 19/2, Ground Floor, Vishwas Daffodil Apartments, Kempanna Layout, Ramchandra Pura, Main Road, Jalahalli, Bangalore",+918111857777,1,1,1,0,3.6,25,3.8,144,,,"Very Affordable, Best in Service, Tasty Appetizers, Great Veg Options, Fresh Food with Good Quality, Mouth Watering Food",500
Lavanga,https://www.zomato.com/bangalore/lavanga-new-bel-road-bangalore,"Chinese, North Indian, South Indian","New BEL Road, Bangalore",7:30am – 10:30pm (Today),"Cafeteria Premises, Sports Club Annexe, HMT Township, New BEL Road, Bangalore",+918884766066,1,1,1,1,-,1,4.0,110,,,,250
JC Eateries And Frozen Food,https://www.zomato.com/bangalore/jc-eateries-and-frozen-food-sahakara-nagar-bangalore,"Chinese, North Indian, Mughlai","Sahakara Nagar, Bangalore",12:30pm – 10:30pm (Today),"38, Srivari Complex, NTI Layout, Rajiv Gandhi Nagar, Kodigehalli Main Road, Sahakara Nagar, Bangalore",+919886408490,1,1,1,0,2.9,5,3.9,101,,,,300
Swad Traditional Taste Of Kerala,https://www.zomato.com/bangalore/swad-traditional-taste-of-kerala-sahakara-nagar-bangalore,"Biryani, Kerala","Sahakara Nagar, Bangalore",8am – 10:30pm (Today),"8, 1st Main Road, Canara Bank Layout, Sahakara Nagar, Bangalore",+919880047699,1,1,1,0,3.7,14,3.4,88,,,"Great Place for Family, Best in Service, Excellent Location, Best Food under Best Budget, Owner, Timely Service",400
Annapoorna Sweets & Snacks,https://www.zomato.com/bangalore/annapoorna-sweets-snacks-new-bel-road-bangalore,"Chinese, North Indian","New BEL Road, Bangalore",11am – 8pm (Today),"27, NTI Layout, Vidyaranyapura, Main Road, New BEL Road, Bangalore",+919019230429,1,1,1,0,-,1,4.3,114,,,,300
Churn,https://www.zomato.com/bangalore/churn-1-new-bel-road-bangalore,"Fast Food, Ice Cream, Desserts, Sandwich, Shake, Beverages","New BEL Road, Bangalore",1:30pm – 11pm (Today),"146, 2nd Cross Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",+918105317181,1,1,1,0,4.2,156,4.3,163,,,"Cozy Ambiance, Great Recommendations, Owner, Prompt Service, Hospitality, Flavour",300
Hotel Rajeshwari,https://www.zomato.com/bangalore/hotel-rajeshwari-1-hebbal-bangalore,Chinese,"Hebbal, Bangalore",Opens at 7:30pm,"18 &19, Sharada Complex, Hebbal, Bangalore",+919880633237,1,1,1,0,-,1,-,19,,,,400
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-1-sahakara-nagar-bangalore,Ice Cream,"Sahakara Nagar, Bangalore",,"Near Vishal Mart, Kodigehalli Main Road, Sahakara Nagar, Bangalore",+918147509974,1,0,0,0,-,0,4.3,0,,,,100
Punjabites By Empire,https://www.zomato.com/bangalore/punjabites-by-empire-new-bel-road-bangalore,"North Indian, Chinese, Biryani, Beverages","New BEL Road, Bangalore",Opens at 7pm,"2nd & 3rd Floor, 193 MH Chandrappa Complex, Near Gowri Appartment, New BEL Road, Bangalore",+919606039349,1,1,0,0,-,0,3.5,83,,,"Tasty Appetizers, Filling Food, Excellent Food Quality, Food Tastes Great, Great Veg Options, Healthy and Delicious",200
Venus Bar And Restaurant,https://www.zomato.com/bangalore/venus-bar-and-restaurant-yeshwantpur-bangalore,"North Indian, Fast Food, Chinese, Seafood","Yeshwantpur, Bangalore",10:30am – 11pm (Today),"45/4, Opposite More Hypermarket, Tumkur Road, Yeshwantpur, Bangalore",+917259521814,1,1,1,0,3.8,149,4.3,494,,,"Decent Place, Good Place, Good Food, Staff, Ambience, Price",900
Barista,https://www.zomato.com/bangalore/barista-sadashiv-nagar,"Coffee, Tea, Fast Food, Desserts, Beverages","Sadashiv Nagar, Bangalore",9am – 11pm (Today),"371/5, 8th Main Road, Upper Palace, Orchard Extention, Sadashiv Nagar, Bangalore",+918041690965,1,1,1,0,3.5,80,4.0,141,,,,300
Sri Mahadeshwara Tiffin Centre,https://www.zomato.com/bangalore/sri-mahadeshwara-tiffin-centre-new-bel-road-bangalore,South Indian,"New BEL Road, Bangalore",Opens tomorrow at 6:30am,"100, Narasipura Layout, Rashtriya Kavi Kuvempu Road, New BEL Road, Bangalore",+919980452729,1,1,1,1,3.4,10,4.0,781,,,"Nice Concept, Student Crowd, Fresh Food, Good Quality",100
Hokart - Sri Annapoorna Sweets And Condiments,https://www.zomato.com/bangalore/hokart-sri-annapoorna-sweets-and-condiments-yeshwantpur-bangalore,Street Food,"Yeshwantpur, Bangalore",,"Sp Complex, Kamla Nehru Extension, Yeshwantpur, Bangalore",+919449152160,1,0,0,0,-,0,4.0,31,,,"Food Presentation, Extensive Menu, Worth the Money, Great Portions, Timely Service, Delicious Food",100
Spicy Grill & Tandoor,https://www.zomato.com/bangalore/spicy-grill-tandoor-jalahalli-bangalore,Fast Food,"Jalahalli, Bangalore",,"Krishnappa Building, Abbigere Main Road, Kammagondanahalli, Jalahalli, Bangalore",+919036142933,1,0,0,0,-,0,3.3,89,,,,150
Ice Cream Works,https://www.zomato.com/bangalore/ice-cream-works-malleshwaram-bangalore,"Desserts, Ice Cream","Malleshwaram, Bangalore",,"74, 1st Main Road, Lower Palace Orchards, Corner Bharath Petrol Bunk, Malleshwaram, Bangalore",+919886757867,1,0,0,1,-,0,4.1,6,,,,250
Dessert Studio By Third Wave,https://www.zomato.com/bangalore/dessert-studio-by-third-wave-sadashiv-nagar-bangalore,"Desserts, Bakery","Sadashiv Nagar, Bangalore",,"13th Cross, Sadashiv Nagar, Bangalore",+917349711123,1,0,0,0,-,0,3.2,53,,,,250
India Sweet House,https://www.zomato.com/bangalore/india-sweet-house-sanjay-nagar-bangalore,"Mithai, Desserts, Street Food","Sanjay Nagar, Bangalore",,"1, SLN Emeraalds, Basappa Layout, Sanjay Nagar, Bangalore",+919242420101,1,0,0,0,-,0,-,19,,,,100
Burp,https://www.zomato.com/bangalore/burp-new-bel-road,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages","New BEL Road, Bangalore",11am – 10:30pm (Today),"4th Floor, Near Louis Philip, New BEL Road, Bangalore",+918095917917,1,1,1,0,4.1,847,3.3,1046,,"Kit Kat Shake, Peri Fries, Lasagna, Crispy Corn, Shakes, Hot Chocolate","Rooftop Cafe, Serving Size, Outdoor, Cozy Place, View, Amazing Service",800
100% EGG.Com,https://www.zomato.com/bangalore/100-egg-com-new-bel-road-bangalore,Fast Food,"New BEL Road, Bangalore",12noon – 10pm (Today),"51/2, Opposite Maja Thindi, Nanjappa Main Road, New BEL Road, Bangalore",+919141720357,1,1,0,0,-,0,3.9,93,,,,100
Rosy Roti,https://www.zomato.com/bangalore/rosy-roti-sahakara-nagar-bangalore,"North Indian, Rolls","Sahakara Nagar, Bangalore",,"2916/2822, Sahakara Nagar, Bangalore",+917676986113,1,0,0,0,-,0,3.9,50,,,,150
Swa Shakthi Kitchen- Naatti Ruchi,https://www.zomato.com/bangalore/swa-shakthi-kitchen-naatti-ruchi-jalahalli-bangalore,"Chinese, South Indian, North Indian, Biryani","Jalahalli, Bangalore",12:30pm – 11pm (Today),"30, 1st Floor, Somanna Building, Opposite 360 Fitness, Jalahalli, Bangalore",+918618271686,1,1,1,0,3.5,8,3.4,96,,,,350
Dande's Hyderabad Biryani,https://www.zomato.com/bangalore/dandes-hyderabad-biryani-new-bel-road-bangalore,"Andhra, North Indian, Chinese","New BEL Road, Bangalore",,"193, 2nd - 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",+919606039349,1,0,0,0,-,0,3.2,563,,"Breakfast Platter, Dry Chicken, Briyani, Soup","Filling Food, Tasty Appetizers, Great Veg Options, Best Food under Best Budget, Affordable Prices, Healthy and Delicious",200
Shaaz-Al-Arabia,https://www.zomato.com/bangalore/shaaz-al-arabia-1-yeshwantpur-bangalore,"Chinese, Fast Food, Sandwich, North Indian, Mughlai, Seafood, Lebanese, Beverages","Yeshwantpur, Bangalore",11:30am – 11:45pm (Today),"Shop 1-2, Ground Floor, Building 1/1, 1st B Main Road, Mohan Kumar Nagar, Yeshwantpur, Bangalore",+919845464903,1,1,1,0,3.1,6,4.1,121,,,,500
South Spicy Bites Xpress,https://www.zomato.com/bangalore/south-spicy-bites-xpress-sahakara-nagar-bangalore,"Seafood, Chinese, Mughlai, North Indian, Kebab","Sahakara Nagar, Bangalore",11:30am – 11pm (Today),"850/5/1, 1st Floor, 1st main, D Block, Near BWSSB Office, Sahakara Nagar, Bangalore",+917349461002,1,1,1,0,3.7,106,4.0,4660,,,"Economical, Polite Staff, Prompt Service, Reasonable Price, Food",550
Lassi & Bites,https://www.zomato.com/bangalore/lassi-bites-new-bel-road-bangalore,"Fast Food, Desserts, Beverages, Shake","New BEL Road, Bangalore",10:30am – 11pm (Today),"601/5, 16th Cross Road, Near Reliance Fresh, 4th Block, HMT Layout, Vidyaranyapura, New BEL Road, Bangalore",+919663972613,1,1,0,0,-,0,4.4,541,,,,100
Sri Krishna Iyengars Cake Mane,https://www.zomato.com/bangalore/sri-krishna-iyengars-cake-mane-jalahalli-bangalore,"Bakery, Desserts","Jalahalli, Bangalore",7am – 10pm (Today),"Abbigere Main Road, Near Kempegowda Statue, Jalahalli, Bangalore",+919845293918,1,1,0,0,-,1,3.4,41,,,,200
Big Mishra Peda,https://www.zomato.com/bangalore/big-mishra-peda-new-bel-road-bangalore,"Mithai, Street Food","New BEL Road, Bangalore",10am – 9pm (Today),"1218/1, Shop 4, Chandrashekar Galleria, Nanjappa Main Road, New BEL Road, Bangalore",+919880023356,1,1,0,0,-,0,-,14,,,,50
"Crisp "" N"" Joy",https://www.zomato.com/bangalore/crisp-n-joy-yeshwantpur-bangalore,"Rolls, Pizza, Fast Food","Yeshwantpur, Bangalore",,"48/1, 13th Cross Road, 1st Gokula, Mathikere, Yeshwantpur, Bangalore",+919741391569,1,0,0,0,-,0,-,0,,,,100
Kebab & Kurry Nation,https://www.zomato.com/bangalore/kebab-kurry-nation-hebbal-bangalore,"North Indian, Chinese, Biryani, Arabian, Mughlai, Desserts","Hebbal, Bangalore",11am – 12midnight (Today),"63, 2nd Floor, Red Shore Plaza, Chiranjeevi Layout, Kempapura, Hebbal, Bangalore",+919632213035,1,1,1,0,-,1,-,16,,,,600
Canyin,https://www.zomato.com/bangalore/canyin-new-bel-road-bangalore,Asian,"New BEL Road, Bangalore",11am – 11pm (Today),"1, Prem Prasad Complex, Opposite Rammaiah Hospital Bus Stop, New BEL Road, Bangalore",+919845373933,1,1,1,0,3.9,51,3.9,98,,"Kung Pao Cottage Cheese, Chicken Balls, Thai Red Curry, Drums of Heaven","Best Staff, Comforting Atmosphere, Affordable Prices, Good Quality, Ambience, Service",800
Kolkata Hot Roll,https://www.zomato.com/bangalore/kolkata-hot-roll-jalahalli-bangalore,Rolls,"Jalahalli, Bangalore",1pm – 10pm (Today),"2-2A, Kalathur Layout, Gangamma Circle, Jalahalli, Bangalore",+918951164558,1,1,0,0,-,0,3.7,94,,,,100
New GFC Vidyaranyapura,https://www.zomato.com/bangalore/new-gfc-vidyaranyapura-new-bel-road-bangalore,"Biryani, South Indian","New BEL Road, Bangalore",,"03, 3rd Main, 3rd Cross, Doddabammsandra Chamundeshwari Layout, Vidyaranyapura, Main Road, New BEL Road, Bangalore",+918660073571,1,0,0,0,-,0,4.0,33,,,,150
Roots Lounge Bar - Coastal King Hotel,https://www.zomato.com/bangalore/roots-lounge-bar-coastal-king-hotel-jalahalli-bangalore,"North Indian, Chinese, Mughlai, Seafood, Biryani","Coastal King, Bangalore, Bangalore",11am – 10pm (Today),"Coastal King Hotel, 283, SY 16/1, Dasarahalli Village, SM Road, Near Triveni Indian Oil Petrol Pump, Jalahalli, Bangalore",+919108968322,1,0,1,0,3.6,18,3.6,141,,,,1000
L J Iyengar Bakery,https://www.zomato.com/bangalore/l-j-iyengar-bakery-1-new-bel-road-bangalore,"Bakery, Street Food","New BEL Road, Bangalore",,"2, Thindlu Main Road, New BEL Road, Bangalore",+917259948041,1,0,0,0,-,0,4.0,165,,,,50
House Of Hyderabadi,https://www.zomato.com/bangalore/house-of-hyderabadi-2-yeshwantpur-bangalore,"BBQ, Biryani, Hyderabadi, Kebab","Yeshwantpur, Bangalore",11:30am – 11:30pm (Today),"1/18, Ground Floor, Mathikere Extension, MSREC College Road, Yeshwantpur, Bangalore",+918861399010,1,1,0,0,-,0,3.9,28,,,,150
Biryani And  Bowls,https://www.zomato.com/bangalore/biryani-and-bowls-new-bel-road-bangalore,"Biryani, Fast Food, Juices, Beverages, Shake","New BEL Road, Bangalore","12midnight – 2:05am, 11:30am – 12midnight (Today)","453, 12, 2nd Cross, New Bel Road, RMV 2nd Stage, New BEL Road, Bangalore",+919173278086,1,1,0,0,-,0,4.0,74,,,,250
Eat Out Zone,https://www.zomato.com/bangalore/eat-out-zone-1-sanjay-nagar-bangalore,"Mithai, Street Food, North Indian","Sanjay Nagar, Bangalore",10am – 8pm (Today),"15/3, Ground Floor, 6th Cross, RMV, 2nd stage, Sanjay Nagar, Bangalore",+917204509904,1,1,0,1,-,0,-,7,,,,200
Frozen Coast,https://www.zomato.com/bangalore/frozen-coast-malleshwaram,"Desserts, Ice Cream, Shake","Malleshwaram, Bangalore",10am – 11pm (Today),"135, 14th Main, 17th Cross, Malleshwaram, Bangalore",+919886092727,1,1,1,0,3.7,134,4.0,21,,,"Totally Worth it, Young Crowd, Good Place, Ambiance, Staff, Service",250
Watson's,https://www.zomato.com/bangalore/watsons-sahakara-nagar-bangalore,"Pizza, North Indian, Seafood, Chinese, Fast Food, Sandwich, Beverages","Sahakara Nagar, Bangalore",12noon – 1am (Today),"8, DLRV Sampad, G Block, 60 Feet Road, Sahakara Nagar, Bangalore",+918861718905,1,0,1,0,4.1,351,3.2,131,,"Chicken Vepudu, Crispy Chilli Corn, Cocktail, Drinks","Chill with Friends, Beer Garden, Wait Staff, Packed on Weekends, Vibe, Host",700
The Juice Shop,https://www.zomato.com/bangalore/the-juice-shop-sahakara-nagar-bangalore,"Beverages, Fast Food, Ice Cream, Juices, Shake","Sahakara Nagar, Bangalore",9:45am – 10:15pm (Today),"Opposite Trio School, Kodigehalli Main Road, Sahakara Nagar, Bangalore",+918951278721,1,1,1,0,-,2,4.1,167,,,,300
Secret Scoopss,https://www.zomato.com/bangalore/secret-scoopss-malleshwaram-bangalore,"Desserts, Ice Cream, Fast Food, Sandwich","Malleshwaram, Bangalore",11am – 11:30pm (Today),"410, 7th Main Road, 17th Cross, Malleshwaram, Bangalore",+919964703269,1,1,0,0,-,0,4.2,269,,,,100
Chandni Chowk,https://www.zomato.com/bangalore/chandni-chowk-peenya-bangalore,"Street Food, North Indian, Desserts","Peenya, Bangalore",9am – 10pm (Today),"Shop 19, First Floor, Bhanumathi Complex, Near Ayyappa Temple, Peenya, Bangalore",+919538555567,1,1,0,0,-,0,4.0,85,,,,200
Jetlag,https://www.zomato.com/bangalore/jetlag-rajajinagar-bangalore,"Finger Food, Continental, North Indian, Italian","Rajajinagar, Bangalore",12noon – 11:56pm (Today),"3, Industrial Suburb, Opposite Sheraton Hotel, Rajajinagar, Bangalore",+918023378007,1,1,1,0,4.1,2268,-,12,,"Oreo Crunch, Pesto Paneer, Tandoori Jhinga, Chicken Bbq Wings, Chettinad Chicken, Crispy Corn","Spectacular View, Family Favorite, Best View, Awesome View, Amazing View, Dj Music",1650
Bong Connection,https://www.zomato.com/bangalore/bong-connection-yeshwantpur-bangalore,"Chinese, North Indian, Bengali","Yeshwantpur, Bangalore",11:30am – 1am (Today),"2/1, Cross 1, Mathikere, MSR College Road, Yeshwantpur, Bangalore",+917259540540,1,1,1,0,3.7,39,3.8,468,,,"Great Menu, Customizable Dishes, Best Food under Best Budget, Family Crowd, Presentation, Great Portions",550
Northeast Kitchen,https://www.zomato.com/bangalore/northeast-kitchen-jalahalli-bangalore,"Chinese, Mughlai","Jalahalli, Bangalore",,"Shop 15, Chikka Venkatappa Building, Near Mnti College, Abhigere Main Road, Jalahalli, Bangalore",+917483870466,1,0,0,0,-,0,4.0,34,,,,100
Tarbouch Roll and Grills,https://www.zomato.com/bangalore/tarbouch-roll-and-grills-new-bel-road-bangalore,"Lebanese, Fast Food, Kebab","New BEL Road, Bangalore",,"48, KGE Layout, RMV, Stage 2, New BEL Road, Bangalore",+919845771899,1,0,0,0,-,0,4.0,1076,,,"Spill Proof Packaging, Best Food under Best Budget, Cute Packaging, Worth the Money, Great Portions, Delicious Food",150
Lubov Patisserie by Frozen Bottle,https://www.zomato.com/bangalore/lubov-patisserie-by-frozen-bottle-rajajinagar-bangalore,"Bakery, Desserts","Rajajinagar, Bangalore",,"572, 3rd Stage, 4th Block, Basaveshwar Nagar, Banglore, Rajajinagar, Bangalore",+917676946119,1,0,0,0,-,0,3.1,5,,,,200
The Noodle Theory,https://www.zomato.com/bangalore/the-noodle-theory-seshadripuram-bangalore,"Chinese, Sushi, Beverages","Seshadripuram, Bangalore",12:30pm – 11:15pm (Today),"2, Kumara Park East, Kumara Krupa Road, Seshadripuram, Bangalore",+919845083676,1,1,1,0,3.6,12,3.5,21,,,"Comforting Atmosphere, Clean and Hygienic Place, Fair Prices, Flavour, Menu, Good Quality",350
